"usda_symbol","duration","growth_habit","native_status","usda_group","soil_ph_min","soil_ph_max","soil_texture_adapted","precip_min_in","precip_max_in","temp_min_f","moisture_use","shade_tolerance","drought_tolerance","salinity_tolerance","caco3_tolerance","fire_tolerance","anaerobic_tolerance","nitrogen_fixation","root_depth_min_in","height_mature_ft","growth_rate","lifespan","leaf_retention","bloom_period","foliage_color","flower_color"
"MAPU","Perennial","Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MARAN3","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MARAR","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MARO10","Perennial","Shrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MASA","Annual","Forb/herb","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MASO8","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MASP11",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"MASQ","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MAST4","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MASW","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MATA","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MATI4","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MATO3","Perennial","Forb/herb","I, N","Fern",,,,,,,,,,,,,,,,,,,,,,
"MATTH","Annual, Biennial, Perennial","Forb/herb, Subshrub","W, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MAUN4",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MAVE","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MAVI5","Perennial","Forb/herb, Subshrub","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MAYAC","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MEACM","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEAE3",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEAL6","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEAL7","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEAN7","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"MEAQ","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEAR","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEAR4","Perennial","Forb/herb","N","Dicot",5,7,"Medium, Fine",20,50,-33,"Medium","Intermediate","Low","None","Medium","None","Medium","None",6,2.6,"Moderate","Short","No","Spring","Green","White"
"MEBI","Perennial","Tree","I","Dicot",4,7.5,"Medium, Fine",30,100,17,"Medium","Intermediate","High","Medium","Medium","None","Low","None",60,60,"Moderate","Long","Yes","Spring","Green","Green"
"MEBL2",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEBR","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEBR10",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MECIC2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MECR5","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEDE10",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MEDE14",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"MEDE17","Perennial","Tree","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEDE5","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEDI60",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MEDIC","Annual, Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEDOM",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEEL5",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MEER2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEFL5","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"MEGE4",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEGO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEHE6",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MEHUH","Annual, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MELAM2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MELE4",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MELI7","Perennial","Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MELIO","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MELOL",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MELU3","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MEMA","Perennial","Shrub","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEMA5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEMA7","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEME14","Perennial","Shrub",,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEMU4","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEPA15",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MEPE2","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEPE9","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEPEA","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEPOG","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEPUL","Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEQU","Perennial","Shrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MERE9","Annual, Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MERU","Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MESA5","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MESA7",,,"I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MESAF","Annual, Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MESC","Perennial","Forb/herb, Subshrub","N","Dicot",6.6,8.4,"Coarse, Medium",5,18,18,"Low","Intolerant","High","Low","High","None","None","None",12,1,"Rapid","Moderate","No","Early Summer","Green","Yellow"
"MESP6","Annual, Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MESTS","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MESU5","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"METE7",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"METH2",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"METO3","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"METO4","Perennial","Forb/herb, Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"METR10",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEUM","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEVE2","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEVI6","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEVIV",,,"N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEVO","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MEWA2","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIAC2","Annual","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIAG2",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIAR4","Perennial","Shrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIBI2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MICA3","Perennial","Forb/herb","N","Dicot",6,7.2,"Medium",24,45,-28,"High","Tolerant","Low","None","Medium","Medium","Medium","None",6,2.5,"Moderate","Moderate","No","Spring","Green","Red"
"MICO2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MICRO9","Perennial","Forb/herb, Vine","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"MICU9",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIDE14",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MIDI","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIDOP","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIEL2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIEN",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MIER2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MIFI2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIFI4","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIFL2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIGA","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIGRG4","Annual","Forb/herb","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIGRH","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIGU","Annual, Perennial","Forb/herb","N","Dicot",6,8,"Coarse, Medium, Fine",10,24,-38,"High","Tolerant","None","None","Medium","Medium","Medium","None",12,2.5,"Rapid","Short","No","Mid Spring","Green","Yellow"
"MIHI","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MILA4","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MILA5","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MILAC2","Perennial","Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MILAV","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MILI3","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MILOW","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIMA10",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"MIMA6","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIME4",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MIMI22","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIMI5","Perennial","Vine","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIMUM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MINAN2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MINUN2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIOV","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIPE11",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MIPE9",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MIPL2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIPL4",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MIPR8",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MIPU","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIPU19","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"MIPUP","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIPUP3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIPUP4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIQU2","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIRAB","Perennial","Forb/herb, Subshrub","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIRH2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MIRU5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIRU6","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MISE3","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MISI","Perennial","Graminoid","I","Monocot",4.6,7.2,"Coarse, Medium, Fine",24,55,-18,"Medium","Intermediate","Medium","None","Low","High","Low","None",14,4,"Moderate","Long","No","Early Summer","Gray-Green","Yellow"
"MIST","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MIST6","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MISTS","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MITE4","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MITR3","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MIVI","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MIWR2",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"MNBL70",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"MNTH70",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"MOAR3","Perennial","Shrub",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"MOBL",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"MOCA","Annual, Biennial, Perennial","Forb/herb, Subshrub","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOCA3","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOCA5",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MOCA6","Perennial","Shrub, Tree","N","Dicot",6,7.5,"Coarse, Medium",40,70,22,"Medium","Intolerant","Low","High","Medium","Low","Low","Low",20,33,"Moderate","Long","Yes","Early Summer","Dark Green","Yellow"
"MOCE2","Perennial","Shrub, Subshrub, Tree","N, I","Dicot",5.4,9.1,"Coarse, Medium, Fine",34,60,-3,"High","Intolerant","Medium","Medium","Medium","Low","Medium","None",20,10,"Moderate","Long","Yes","Spring","Green","White"
"MOCI","Annual, Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOCIC2","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOCO8","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MOCY2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MODE","Perennial","Forb/herb, Vine","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MODI2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MODI3","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOEX","Annual","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOFA","Perennial","Shrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOGA","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MOHO","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOHO2",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"MOHY3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOLA6","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOLIL","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOMA2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MONAN2","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOODP","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MOPE6","Perennial","Shrub, Tree","N","Dicot",5.5,7.8,"Coarse, Medium",32,65,-28,"Medium","Intolerant","High","Medium","Medium","Low","Low","Medium",20,12,"Moderate","Long","No","Late Spring","Green","Yellow"
"MOVA","Annual, Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUAC","Perennial","Forb/herb, Shrub, Subshrub, Tree","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUAR","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUAR3","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUEX2","Perennial","Shrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MUFI2","Annual","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUGL3","Perennial","Graminoid","N","Monocot",5.3,7.5,"Medium, Fine",30,50,-33,"Medium","Intermediate","Low","Medium","Medium","High","High","None",8,3,"Moderate","Short","No","Late Spring","Green","Yellow"
"MUILL","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MULI","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUME2","Perennial","Graminoid","N, I","Monocot",5.5,7.5,"Medium",20,50,-33,"Medium","Intermediate","Low","None","Medium","High","Medium","None",8,3,"Moderate","Short","No","Late Summer","Green","Green"
"MUNE","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUNRO3","Annual","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUPA3","Perennial","Forb/herb, Shrub, Subshrub, Tree","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUPRU","Annual","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MURI2","Perennial","Graminoid","N","Monocot",5.5,7.5,"Coarse, Medium",10,18,23,"Low","Intermediate","High","Low","None","High","None","None",14,4.5,"Moderate","Long","No","Late Spring","Green","Yellow"
"MURI3","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUSP4","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUSSA","Perennial","Shrub, Vine","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MUTE","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MUTO2","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"MYAL4","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYAU",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MYCO2","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYCO6",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MYDI","Annual, Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYGA","Perennial","Shrub","N","Dicot",5,7.8,"Medium, Fine",30,50,-33,"Medium","Tolerant","Medium","None","Low","High","Medium","Low",14,6,"Moderate","Moderate","No","Spring","Gray-Green","Blue"
"MYHA","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYKA","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYLE","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYMA","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYPE3","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYPI","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYRA2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MYRIC","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYRIO2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MYSP2","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"MYSP5",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"MYVE","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NACH","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"NADEP","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NADIV","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NADO","Perennial","Shrub","I","Dicot",4.5,6,"Coarse, Medium, Fine",35,55,2,"High","Tolerant","Low","Medium","Low","Low","None","None",20,8,"Rapid","Moderate","Yes","Early Summer","Green","White"
"NAFL","Annual","Forb/herb","N","Monocot",6.5,7.5,"Coarse, Medium, Fine",,,47,"High","Intermediate","None","Medium","Medium","High","High","None",,2.5,"Rapid",,"No","Late Summer","Green","Green"
"NAHI","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NAIN3","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NAJA5","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"NALE2","Perennial","Graminoid","N","Monocot",5.8,7.2,"Medium, Fine",12,18,17,"Low","Intolerant","Medium","None","Medium","High","None","None",12,3,"Rapid","Moderate","No","Early Spring","Green","Yellow"
"NALEP","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NAMA4","Annual, Perennial","Forb/herb, Subshrub","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NAME2","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"NARE","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NASA3","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NASI2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NEAND","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NEAP","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NEAR3",,,"N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"NECO","Perennial","Shrub, Tree","N","Dicot",5.6,8.5,"Coarse, Medium",39,80,25,,"Tolerant","Medium","Low","Medium","Medium","None","None",36,25,"Moderate","Short","Yes","Early Summer","Green","White"
"NECO2","Annual","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"NECO5","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NEDE","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NEDI2",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"NEEA","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NEHU2","Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NELA3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"NELA7",,,"I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NELO2","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NEME","Annual","Forb/herb","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NEMU","Perennial","Forb/herb","I","Fern",,,,,,,,,,,,,,,,,,,,,,
"NENU2","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NEPA6",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"NEPUP","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NERVI","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"NETEP2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"NIAC","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NIOBP","Annual, Biennial, Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NIOC2","Perennial","Forb/herb","N","Dicot",7,10,"Medium, Fine",8,16,-13,"Medium","Intolerant","Low","High","High","Medium","Low","None",10,1,"Moderate","Long","No","Indeterminate","Green","Purple"
"NIPA3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"NOBO","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"NOCO3",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"NOFEG","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NOFEI","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NOGR2","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"NOLE","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"NOOR3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"NOORO",,"Nonvascular","N","Hornwort",,,,,,,,,,,,,,,,,,,,,,
"NORON","Perennial","Shrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NOSA","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NOSC2",,,,"Fern",,,,,,,,,,,,,,,,,,,,,,
"NOST3","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NOTE","Perennial","Shrub, Subshrub","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"NOTHO","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"NOTHO9","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NULUA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NULUP2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NUTE","Annual, Biennial","Forb/herb","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"NUTTA","Annual, Biennial","Forb/herb","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
